11.12.2018 14:28:18: 	null , null , null , RPM Bath Sensor: 2209
16.01.2019 16:32:38: 	Temperature: 39 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2858
16.01.2019 16:32:39: 	Temperature: 21 , Humidity: 67 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3107
16.01.2019 16:32:40: 	Temperature: 13 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2936
16.01.2019 16:32:41: 	Temperature: 14 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3822
16.01.2019 16:32:42: 	Temperature: 30 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1765
16.01.2019 16:32:43: 	Temperature: 38 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2736
16.01.2019 16:32:44: 	Temperature: 34 , Humidity: 28 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3577
16.01.2019 16:32:45: 	Temperature: 33 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2513
16.01.2019 16:32:46: 	Temperature: 24 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2763
16.01.2019 16:32:47: 	Temperature: 15 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1099
16.01.2019 16:32:48: 	Temperature: 10 , Humidity: 23 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1766
16.01.2019 16:32:49: 	Temperature: 11 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2838
16.01.2019 16:32:50: 	Temperature: 32 , Humidity: 22 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 319
16.01.2019 16:32:51: 	Temperature: 27 , Humidity: 39 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2906
16.01.2019 16:32:52: 	Temperature: 34 , Humidity: 49 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3608
16.01.2019 16:32:53: 	Temperature: 13 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3248
16.01.2019 16:32:54: 	Temperature: 35 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3263
16.01.2019 16:32:55: 	Temperature: 33 , Humidity: 50 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2883
16.01.2019 16:32:56: 	Temperature: 18 , Humidity: 52 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1450
16.01.2019 16:32:57: 	Temperature: 37 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 459
16.01.2019 16:32:58: 	Temperature: 32 , Humidity: 39 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1681
16.01.2019 16:32:59: 	Temperature: 13 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3596
16.01.2019 16:33:00: 	Temperature: 16 , Humidity: 68 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1820
16.01.2019 16:33:01: 	Temperature: 20 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3755
16.01.2019 16:33:02: 	Temperature: 20 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1938
16.01.2019 16:33:03: 	Temperature: 16 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 720
16.01.2019 16:33:04: 	Temperature: 25 , Humidity: 28 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3593
16.01.2019 16:33:05: 	Temperature: 27 , Humidity: 22 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 383
16.01.2019 16:33:06: 	Temperature: 34 , Humidity: 43 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2832
16.01.2019 16:33:07: 	Temperature: 15 , Humidity: 46 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 334
16.01.2019 16:33:08: 	Temperature: 27 , Humidity: 72 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3115
16.01.2019 16:33:09: 	Temperature: 26 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 491
16.01.2019 16:33:10: 	Temperature: 40 , Humidity: 51 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1468
16.01.2019 16:33:11: 	Temperature: 19 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 983
16.01.2019 16:33:12: 	Temperature: 36 , Humidity: 37 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1045
16.01.2019 16:33:13: 	Temperature: 17 , Humidity: 43 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2772
16.01.2019 16:33:14: 	Temperature: 15 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2780
16.01.2019 16:33:15: 	Temperature: 16 , Humidity: 27 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2268
16.01.2019 16:33:16: 	Temperature: 11 , Humidity: 34 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1619
16.01.2019 16:33:17: 	Temperature: 36 , Humidity: 48 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2352
16.01.2019 16:33:18: 	Temperature: 16 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 692
16.01.2019 16:33:19: 	Temperature: 27 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2768
16.01.2019 16:33:20: 	Temperature: 35 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 793
16.01.2019 16:33:21: 	Temperature: 11 , Humidity: 52 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2487
16.01.2019 16:33:22: 	Temperature: 30 , Humidity: 33 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2096
16.01.2019 16:33:23: 	Temperature: 14 , Humidity: 69 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 933
16.01.2019 16:33:24: 	Temperature: 33 , Humidity: 71 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3475
16.01.2019 16:33:25: 	Temperature: 10 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1691
16.01.2019 16:33:26: 	Temperature: 35 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 626
16.01.2019 16:33:27: 	Temperature: 20 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1949
16.01.2019 16:33:28: 	Temperature: 15 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3320
16.01.2019 16:33:29: 	Temperature: 40 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1084
16.01.2019 16:33:30: 	Temperature: 24 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 614
16.01.2019 16:33:31: 	Temperature: 25 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3357
16.01.2019 16:33:32: 	Temperature: 28 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2501
16.01.2019 16:33:33: 	Temperature: 36 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 309
16.01.2019 16:33:34: 	Temperature: 30 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1181
16.01.2019 16:33:35: 	Temperature: 21 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3455
16.01.2019 16:33:36: 	Temperature: 38 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 875
16.01.2019 16:33:37: 	Temperature: 10 , Humidity: 68 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3967
16.01.2019 16:33:38: 	Temperature: 15 , Humidity: 54 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1884
16.01.2019 16:33:39: 	Temperature: 13 , Humidity: 39 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3320
16.01.2019 16:33:40: 	Temperature: 12 , Humidity: 33 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1994
16.01.2019 16:33:41: 	Temperature: 12 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3264
16.01.2019 16:33:42: 	Temperature: 24 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1455
16.01.2019 16:33:43: 	Temperature: 25 , Humidity: 79 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1147
16.01.2019 16:33:44: 	Temperature: 12 , Humidity: 60 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 773
16.01.2019 16:33:45: 	Temperature: 24 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3012
16.01.2019 16:33:46: 	Temperature: 19 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 502
16.01.2019 16:33:47: 	Temperature: 28 , Humidity: 46 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3520
16.01.2019 16:33:48: 	Temperature: 30 , Humidity: 28 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2810
16.01.2019 16:33:49: 	Temperature: 28 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2044
16.01.2019 16:33:50: 	Temperature: 11 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2328
16.01.2019 16:33:51: 	Temperature: 22 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2666
16.01.2019 16:33:52: 	Temperature: 17 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1158
16.01.2019 16:33:53: 	Temperature: 35 , Humidity: 37 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3313
16.01.2019 16:33:54: 	Temperature: 37 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2524
16.01.2019 16:33:55: 	Temperature: 30 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2206
16.01.2019 16:33:56: 	Temperature: 38 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3209
16.01.2019 16:33:57: 	Temperature: 24 , Humidity: 29 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3525
16.01.2019 16:33:58: 	Temperature: 30 , Humidity: 58 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 966
16.01.2019 16:33:59: 	Temperature: 31 , Humidity: 63 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 694
16.01.2019 16:34:00: 	Temperature: 29 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 374
16.01.2019 16:34:01: 	Temperature: 18 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1760
16.01.2019 16:34:02: 	Temperature: 28 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2539
16.01.2019 16:34:03: 	Temperature: 30 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 474
16.01.2019 16:34:04: 	Temperature: 10 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3675
16.01.2019 16:34:05: 	Temperature: 33 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1963
16.01.2019 16:34:06: 	Temperature: 37 , Humidity: 38 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2111
16.01.2019 16:34:07: 	Temperature: 40 , Humidity: 33 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2462
16.01.2019 16:34:08: 	Temperature: 17 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3240
16.01.2019 16:34:09: 	Temperature: 39 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3171
16.01.2019 16:34:10: 	Temperature: 15 , Humidity: 65 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1122
16.01.2019 16:34:11: 	Temperature: 31 , Humidity: 60 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3886
16.01.2019 16:34:12: 	Temperature: 27 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2741
16.01.2019 16:34:13: 	Temperature: 18 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1944
16.01.2019 16:34:14: 	Temperature: 11 , Humidity: 23 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2869
16.01.2019 16:34:15: 	Temperature: 17 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1699
16.01.2019 16:34:16: 	Temperature: 22 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2035
16.01.2019 16:34:17: 	Temperature: 31 , Humidity: 42 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3079
16.01.2019 16:34:18: 	Temperature: 13 , Humidity: 57 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2057
16.01.2019 16:34:19: 	Temperature: 12 , Humidity: 72 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2660
16.01.2019 16:34:20: 	Temperature: 32 , Humidity: 49 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2457
16.01.2019 16:34:21: 	Temperature: 33 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1354
16.01.2019 16:34:22: 	Temperature: 31 , Humidity: 60 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1034
16.01.2019 16:34:23: 	Temperature: 31 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3772
16.01.2019 16:34:24: 	Temperature: 20 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2323
16.01.2019 16:34:25: 	Temperature: 24 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1188
16.01.2019 16:34:26: 	Temperature: 17 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1071
16.01.2019 16:34:27: 	Temperature: 37 , Humidity: 39 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3467
16.01.2019 16:34:28: 	Temperature: 14 , Humidity: 37 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 421
16.01.2019 16:34:29: 	Temperature: 17 , Humidity: 50 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1625
16.01.2019 16:34:30: 	Temperature: 34 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3237
16.01.2019 16:34:31: 	Temperature: 26 , Humidity: 71 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1119
16.01.2019 16:34:32: 	Temperature: 25 , Humidity: 37 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 891
16.01.2019 16:34:33: 	Temperature: 34 , Humidity: 73 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2260
16.01.2019 16:34:34: 	Temperature: 25 , Humidity: 34 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1489
16.01.2019 16:34:35: 	Temperature: 11 , Humidity: 27 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 423
16.01.2019 16:34:36: 	Temperature: 11 , Humidity: 28 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1700
16.01.2019 16:34:37: 	Temperature: 40 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 330
16.01.2019 16:34:38: 	Temperature: 22 , Humidity: 65 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2282
16.01.2019 16:34:39: 	Temperature: 35 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2342
16.01.2019 16:34:40: 	Temperature: 14 , Humidity: 63 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3668
16.01.2019 16:34:41: 	Temperature: 23 , Humidity: 21 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1238
16.01.2019 16:34:42: 	Temperature: 17 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 820
16.01.2019 16:34:43: 	Temperature: 31 , Humidity: 59 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1249
16.01.2019 16:34:44: 	Temperature: 39 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1821
16.01.2019 16:34:45: 	Temperature: 35 , Humidity: 79 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1632
16.01.2019 16:34:46: 	Temperature: 39 , Humidity: 26 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1018
16.01.2019 16:34:47: 	Temperature: 22 , Humidity: 48 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2961
16.01.2019 16:34:48: 	Temperature: 26 , Humidity: 74 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3451
16.01.2019 16:34:49: 	Temperature: 18 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3759
16.01.2019 16:34:50: 	Temperature: 40 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 810
16.01.2019 16:34:51: 	Temperature: 31 , Humidity: 58 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1190
16.01.2019 16:34:52: 	Temperature: 39 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2541
16.01.2019 16:34:53: 	Temperature: 12 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2017
16.01.2019 16:34:54: 	Temperature: 27 , Humidity: 61 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2991
16.01.2019 16:34:55: 	Temperature: 18 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3153
16.01.2019 16:34:56: 	Temperature: 40 , Humidity: 40 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3077
16.01.2019 16:34:57: 	Temperature: 32 , Humidity: 73 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3946
16.01.2019 16:34:58: 	Temperature: 32 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1439
16.01.2019 16:34:59: 	Temperature: 20 , Humidity: 25 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 821
16.01.2019 16:35:00: 	Temperature: 17 , Humidity: 22 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2505
16.01.2019 16:35:01: 	Temperature: 26 , Humidity: 30 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1972
16.01.2019 16:35:02: 	Temperature: 21 , Humidity: 72 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1319
16.01.2019 16:35:03: 	Temperature: 28 , Humidity: 51 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2609
16.01.2019 16:35:04: 	Temperature: 40 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2769
16.01.2019 16:35:05: 	Temperature: 38 , Humidity: 24 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1703
16.01.2019 16:35:06: 	Temperature: 14 , Humidity: 44 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1302
16.01.2019 16:35:07: 	Temperature: 16 , Humidity: 25 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1273
16.01.2019 16:35:08: 	Temperature: 35 , Humidity: 24 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3729
16.01.2019 16:35:09: 	Temperature: 28 , Humidity: 67 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2941
16.01.2019 16:35:10: 	Temperature: 20 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1182
16.01.2019 16:35:11: 	Temperature: 36 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2722
16.01.2019 16:35:12: 	Temperature: 34 , Humidity: 73 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2916
16.01.2019 16:35:13: 	Temperature: 16 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3129
16.01.2019 16:35:14: 	Temperature: 16 , Humidity: 48 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2104
16.01.2019 16:35:15: 	Temperature: 14 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3272
16.01.2019 16:35:16: 	Temperature: 24 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2581
16.01.2019 16:35:17: 	Temperature: 27 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 315
16.01.2019 16:35:18: 	Temperature: 25 , Humidity: 58 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 1811
16.01.2019 16:35:19: 	Temperature: 13 , Humidity: 42 , Fensterzustand: Fenster geschlossen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 409
16.01.2019 16:35:20: 	Temperature: 20 , Humidity: 33 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 2878
16.01.2019 16:35:21: 	Temperature: 31 , Humidity: 26 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3836
16.01.2019 16:35:22: 	Temperature: 39 , Humidity: 43 , Fensterzustand: Fenster offen , RPM Bath de.hda.fbi.ds.groupc2.Sensor: 3885
